name,singer,lyric
Chúa Mùa Xuân,Lm. Quang Lâm,Mùa xuân lại đến. Cho hoa lá khoe tươi. Cho muôn người vui cười. Tình xuân nồng ấm. Bao chan chứa hồn thơ. Yêu thương giờ chớm nở. Niềm vui đời con. Là niềm vui tình chúa. Khi theo thánh ý của ngài. Dẫu trong ưu hoài. Thì mùa xuân vinh thắng. Trong tin yêu càng thắm nồng. Mùa xuân lại đến. Con dâng chúa câu kinh. Trong tâm tình cảm tạ. Ngài đã gìn giữ. Qua bao nỗi lầm than. Qua những ngày gian khổ. Lời con nguyện xin. Là lời kinh bình yên. Qua đi những nỗi ưu phiền. Vẫn luôn một niềm. Lòng cậy tin yêu mến. Phó thác nơi ngài suốt đời. Chúa chính mùa xuân. Mùa yêu thương vô tận. Mùa an vui vô ngần. Chúa chính mùa xuân. Mùa đơm hoa kết trái. Tươi thắm mãi ngàn năm. Xin dâng lời chúc tụng. Cảm mến ơn chúa ban. Xin cho rạng danh ngài. Mãi mãi chúa mùa xuân. Mùa xuân còn mãi. Tuy hoa lá thôi bay. Nhưng tim hồng vẫn nồng. Mùa xuân còn mãi. Cho ai sống sạch. Trong với tâm hồn mở rộng. Tình yêu chẳng vơi. Là mùa xuân hồng tươi. Khi vui sống giữa muôn người. Vẫn luôn tươi cười. Tìm vượt qua gian khó. Tin có chúa hằng ở cùng. Chúa chính mùa xuân. Mùa yêu thương vô tận. Mùa an vui vô ngần. Chúa chính mùa xuân. Mùa đơm hoa kết trái. Tươi thắm mãi ngàn năm. Xin dâng lời chúc tụng. Cảm mến ơn chúa ban. Xin cho rạng danh ngài. Mãi mãi chúa mùa xuân. Chúa chính mùa xuân. Mùa yêu thương vô tận. Mùa an vui vô ngần. Chúa chính mùa xuân. Mùa đơm hoa kết trái. Tươi thắm mãi ngàn năm. Xin dâng lời chúc tụng. Cảm mến ơn chúa ban. Xin cho rạng danh ngài. Mãi mãi chúa mùa xuân
Ấm Áp Mùa Xuân,"Hiền Thục, Minh Tâm Bùi, Minh Đăng",h Tâm Bùi ft. Minh Đăng. Một năm lại đến. Cùng bao nỗi niềm. Người còn bôn ba xa quê hương. Trong lòng vấn vương. Chờ mong ngày tết đến. Chờ mong hạnh phúc đến. Ấm áp yêu thương cùng nhau. Quây quần đón xuân sang. Một năm vội vã. Dù nơi rất xa. Lòng luôn mong ngày xuân. Về bên gia đình ấm êm. Niềm vui tràn nước mắt. Vòng tay chặt thắm thiết. Sẻ chia buồn vui ngày qua. Cùng đón nắng xuân. Bao đau thương sẽ qua. Mùa xuân đến bên cuộc đời. Bao âu lo sẽ qua. Cho ta nụ cười. Qua bao nhiêu đổi thay. Mùa xuân vẫn mãi xanh ngời. Nồng ấm bên nhau mùa xuân. Cùng hát vang câu. Mùa xuân yêu thương. Trong hương xuân ngất ngây. Cầm tay nói không nên lời. Lung linh những cánh mai. Yêu thương cuộc đời. Bên nhau trong phút giây. Mùa xuân rực rỡ đất trời. Làn gió mang theo lời ca. Và lời chúc cho nhau. Mùa xuân tuyệt vời. Một năm lại đến. Cùng bao nỗi niềm. Người còn bôn ba xa quê hương. Trong lòng vấn vương. Chờ mong ngày tết đến. Chờ mong hạnh phúc đến. Ấm áp yêu thương cùng nhau. Quây quần đón xuân sang. Một năm vội vã. Dù nơi rất xa. Lòng luôn mong ngày xuân. Về bên gia đình ấm êm. Niềm vui tràn nước mắt. Vòng tay chặt thắm thiết. Sẻ chia buồn vui ngày qua. Cùng đón nắng xuân. Bao đau thương sẽ qua. Mùa xuân đến bên cuộc đời. Bao âu lo sẽ qua. Cho ta nụ cười. Qua bao nhiêu đổi thay. Mùa xuân vẫn mãi xanh ngời. Nồng ấm bên nhau mùa xuân. Cùng hát vang câu. Mùa xuân yêu thương. Trong hương xuân ngất ngây. Cầm tay nói không nên lời. Lung linh những cánh mai. Yêu thương cuộc đời. Bên nhau trong phút giây. Mùa xuân rực rỡ đất trời. Làn gió mang theo lời ca. Và lời chúc cho nhau. Mùa xuân tuyệt vời. Bao đau thương sẽ qua. Mùa xuân đến bên cuộc đời. Bao âu lo sẽ qua. Cho ta nụ cười. Qua bao nhiêu đổi thay. Mùa xuân vẫn mãi xanh ngời. Nồng ấm bên nhau mùa xuân. Cùng hát vang câu. Mùa xuân yêu thương. Trong hương xuân ngất ngây. Cầm tay nói không nên lời. Lung linh những cánh mai. Yêu thương cuộc đời. Bên nhau trong phút giây. Mùa xuân rực rỡ đất trời. Làn gió mang theo lời ca. Và lời chúc cho nhau. Mùa xuân tuyệt vời. Làn gió mang theo lời ca. Và lời chúc cho nhau. Mùa xuân tuyệt vời
Mùa Xuân Gửi Em,Như Quỳnh,Bài Hát: Mùa Xuân Gửi Em. Ca Sĩ: Như Quỳnh. Nghe gió Xuân hay rằng xuân đã về. Gói tâm tình vào trong bao ý thơ. Thương nhớ về người em nơi chốn cũ. Năm tháng xa xôi. Không buồn vì đơn côi. Anh chúc em thêm đẹp đôi má hồng. Ðón xuân nồng lòng mang bao ước mong. Mong ước rồi mùa xuân tươi thắm mãi. Hoa bướm tung bay. Vui vầy khắp trời mây. Anh mong mùa xuân mới. Gieo yên vui ngàn nơi. Cho ý xuân lên hương đời. Cho duyên tình anh với em. Sao thêm đẹp tươi. Ðến lúc bạc đầu có đôi. Thôi nhé em tuy mình xa cách rồi. Chớ quên rằng thời gian sẽ lướt trôi. Mai mốt rồi bình yên thôi chiến đấu. Anh nói với em. Xuân này sống gần nhau. Nghe gió Xuân hay rằng xuân đã về. Gói tâm tình vào trong bao ý thơ. Thương nhớ về người em nơi chốn cũ. Năm tháng xa xôi. Không buồn vì đơn côi. Anh chúc em thêm đẹp đôi má hồng. Ðón xuân nồng lòng mang bao ước mong. Mong ước rồi mùa xuân tươi thắm mãi. Hoa bướm tung bay. Vui vầy khắp trời mây. Anh mong mùa xuân mới. Gieo yên vui ngàn nơi. Cho ý xuân lên hương đời. Cho duyên tình anh với em. Sao thêm đẹp tươi. Ðến lúc bạc đầu có đôi. Thôi nhé em tuy mình xa cách rồi. Chớ quên rằng thời gian sẽ lướt trôi. Mai mốt rồi bình yên thôi chiến đấu. Anh nói với em. Xuân này sống gần nhau. Anh nói với em. Xuân này ta gần nhau
Đường Tàu Mùa Xuân,"Tân Nhàn, Tuấn Anh",Năm xưa anh phá. Núi em mở đường. Trên đỉnh Trường Sơn. Đồi núi trập trùng. Năm nay cũng những bàn tay. Lấp hố bom xây cuộc sống. Tự hào nào bao cô gái. Tự hào nào những chàng trai. Tuổi thanh niên. Sức như Phù Đổng ơ. Cháu con của Bác Hồ. Đi mở đường tàu. Thống Nhất quê hương. Bạn ơi. Đã bao ngày bao đêm gian nan. Tay cuốc nhịp nhàng. Để tàu ta xuôi Nam ngược Bắc. Và người thương. Về với người thương. Bạn ơi tất cả vì tương lai mai sau. Quê mẹ đẹp giàu. Đường tàu ta thắm bao tình nghĩa. Tàu Việt Nam. Ôm chặt đất anh hùng. Năm xưa anh phá. Núi em mở đường. Trên đỉnh Trường Sơn đồi. Núi chập trùng. Năm nay cũng những bàn tay. Lấp hố bom xây cuộc sống. Tự hào nào bao cô gái. Tự hào nào những chàng trai. Tuổi thanh niên. Sức như Phù Đổng ơ. Cháu con của Bác Hồ. Đi mở đường tàu. Thống Nhất quê hương. Bạn ơi. Đã bao ngày bao đêm gian nan. Tay cuốc nhịp nhàng. Để tàu ta xuôi Nam ngược Bắc. Và người thương. Về với người thương. Bạn ơi tất cả vì tương lai mai sau. Quê mẹ đẹp giàu. Đường tàu ta thắm bao tình nghĩa. Tàu Việt Nam. Ôm chặt đất anh hùng. Việt Nam ơ đường tàu Việt Nam. Đường thống nhất mang sức trẻ. Mùa xuân.. Việt Nam ơ đường tàu Việt Nam. Đường thống nhất mang sức trẻ. Mùa xuân.
Mashup Tình Em Mùa Xuân,Chi Dân,Lần đầu gặp em. Bỗng thấy vấn vương. Màu mắt nhung huyền. Từ đôi mắt ấy. Em đã cho nhiều ước mơ. Mình nhìn thật lâu. Ánh mắt thiết tha. Thầm nói bao điều. Em đâu có biết. Anh đã yêu màu mắt em. Xin hãy cho anh được một lần. Nhẹ hôn lên đôi mắt ấy. Cho xuân thêm đắm say. Cho mình mãi bên nhau. Kìa mùa xuân ngàn tia nắng ấm. Cho lứa đôi yêu dài lâu suốt đời. Muôn hoa tươi thắm. Đón chúa xuân về khắp nơi. Kìa tình em ngàn tia nắng ấm. Sưởi ấm trong tim. Tình ta thắm nồng. Bên nhau em hỡi. Con tim khẽ hát. Khi mùa xuân đến. Kìa mùa xuân ngàn tia nắng ấm. Cho lứa đôi yêu dài lâu suốt đời. Muôn hoa tươi thắm. Đón chúa xuân về khắp nơi. Kìa tình em ngàn tia nắng ấm. Sưởi ấm trong tim. Tình ta thắm nồng. Bên nhau em hỡi. Con tim khẽ hát. Khi mùa xuân đến. Và mùa xuân đã đến. Như em đã mong chờ. Thắp lên niềm vui đến mọi người. Và bình minh rạng rỡ. Gửi lên bao ước mơ. Mắt em thôi thơm nồng đắm say. Và tình yêu như nắng. Hôn lên má em hồng. Biết bao lần em đã thầm mơ. Người tình như khói mây. Giữa chiều ngủ say. Rồi cho em tình yêu ngất ngây. Mãi cho em mùa xuân. Mãi cho em tình yêu. Mãi cho em ước mơ. Mãi cho em lời ru. Mãi cho em mùa xuân. Mãi cho em bình minh. Mãi cho em đắm say. Mãi cho em lời yêu. Rồi mùa xuân sẽ đến. Như em đã mong chờ. Thắp lên niềm vui đến mọi người. Và bình minh rạng rỡ. Gửi lên bao ước mơ. Mắt em thôi thơm nồng đắm say. Và tình yêu như nắng. Buông lên má em hồng. Biết bao lần em đã thầm mơ. Người tình như khói mây. Giữa chiều ngủ say. Rồi cho em tình yêu ngất ngây. Mãi cho em mùa xuân. Mãi cho em tình yêu. Mãi cho em ước mơ. Mãi cho em lời ru. Mãi cho em mùa xuân. Mãi cho em bình minh. Mãi cho em đắm say. Mãi cho em lời ru. Mãi cho em mùa xuân. Mãi cho em tình yêu. Mãi cho em ước mơ. Mãi cho em lời ru. Mãi cho em mùa xuân. Mãi cho em bình minh. Mãi cho em đắm say. Mãi cho em lời ru. Mãi cho em tình yêu. Mãi cho em ước mơ
Tình Tự Mùa Xuân,Quang Dũng,Em lại đây với anh. Ngồi đây với anh. Trong cuộc đời này. Nghe thời gian lướt qua. Mùa xuân khẽ sang. Chừng như không gian đang sưởi ấm. Những giọt tình nồng. Tay này tay nắm tay. Nhìn nhau đắm say. Như chưa bao giờ. Nghe chừng trong mắt nâu. Hồn anh đã tan. Thành mùa xuân ngọt ngào phủ ấm. Thiên đường đôi ta. Đã qua đi ngày tháng. Úa môi sầu nhớ. Tình người buồn tênh. Em chút giọt lệ ấm. Khóc mừng một ngày. Hạnh phúc miên man. Qua ngày buồn đã qua. Vì đã có ta. Trong cuộc đời này. Em ngồi đây với anh. Cùng nhau lắng nghe. Dòng sông đang thầm thì trong đất. Những khúc nhạc tình. Em lại đây với anh. Ngồi đây với anh. Trong cuộc đời này. Đêm đàn chim hót ca. Này em có nghe. Mùa xuân đang mở toang trong mắt. Tình người mênh mông. Đã qua đi ngày tháng. Úa môi sầu nhớ. Tình người buồn tênh. Em chút giọt lệ ấm. Khóc mừng một ngày. Hạnh phúc miên man. Qua ngày buồn đã qua. Vì đã có ta. Trong cuộc đời này. Em ngồi đây với anh. Cùng nhau lắng nghe. Dòng sông đang thầm thì trong đất. Những khúc nhạc tình. Em lại đây với anh. Ngồi đây với anh. Trong cuộc đời này. Đêm đàn chim hót ca. Này em có nghe. Mùa xuân đang mở toang trong mắt. Tình người mênh mông
Mùa Xuân Nho Nhỏ,Trường Kha,"Mọc giữa dòng sông xanh. Một bông hoa tím biếc. Ơi con chim chiền chiện. Hót chi mà vang trời. Từng giọt long lanh rơi. Tôi đưa tay hứng về. Mùa xuân người cầm súng. Lộc dắt đầy trên lưng. Mùa xuân người ra đồng. Lộc trải dài hương lúa. Đất nước bốn ngàn năm. Vất vả và gian lao. Đất nước như vì sao. Vững vàng phía trước. Ta làm con chim hót. Ta làm một nhành hoa. Một nốt trầm xao xuyến. Tan biến trong hòa ca. Mùa xuân, mùa xuân. Một mùa xuân nho nhỏ. Lặng lẽ dâng cho người. Mùa xuân, mùa xuân. Mùa xuân tôi xin hát. Khúc Nam Ai, Nam Bằng. Nước non ngàn dặm mình. Nước non ngàn dặm tình. Đất Huế nhịp phách tiền. Mùa xuân, mùa xuân. Một mùa xuân nho nhỏ. Lặng lẽ dâng cho người. Mùa xuân, mùa xuân. Mùa xuân tôi xin hát. Khúc Nam Ai, Nam Bằng. Nước non ngàn dặm mình. Nước non ngàn dặm tình. Đất Huế nhịp phách tiền. Mọc giữa dòng sông xanh. Một bông hoa tím biếc. Ơi con chim chiền chiện. Hót chi mà vang trời. Từng giọt long lanh rơi. Tôi đưa tay hứng về. Mùa xuân người cầm súng. Lộc dắt đầy trên lưng. Mùa xuân người ra đồng. Lộc trải dài hương lúa. Đất nước bốn ngàn năm. Vất vả và gian lao. Đất nước như vì sao. Vững vàng phía trước. Ta làm con chim hót. Ta làm một nhành hoa. Một nốt trầm xao xuyến. Tan biến trong hòa ca. Mùa xuân, mùa xuân. Một mùa xuân nho nhỏ. Lặng lẽ dâng cho người. Mùa xuân, mùa xuân. Mùa xuân tôi xin hát. Khúc Nam Ai, Nam Bằng. Nước non ngàn dặm mình. Nước non ngàn dặm tình. Đất Huế nhịp phách tiền. Mùa xuân, mùa xuân. Một mùa xuân nho nhỏ. Lặng lẽ dâng cho người. Mùa xuân, mùa xuân. Mùa xuân tôi xin hát. Khúc Nam Ai, Nam Bằng. Nước non ngàn dặm mình. Nước non ngàn dặm tình. Đất Huế nhịp phách tiền"
Mùa Xuân Mới,Trịnh Thăng Bình,Xuân năm nay thấy sao hay hay. Đón chào một năm bắt đầu. Mọi người nôn nao tình cờ vui sao. Đón chào mùa xuân đến mau. Trăm hoa tươi bánh chưng xanh xanh. Nhà nhà cùng nhau sum vầy. Lì xì đo đỏ dành tặng em nhỏ. Đón chào mùa xuân mới sang. Mùa xuân mới tình yêu phơi phới. Pháo hoa ngập tràn nơi nơi. Trẻ thơ tung tăng áo mới rạng ngời. Niềm vui rộn ràng khắp nơi. Mùa xuân mới chào mừng năm mới. Chúng ta hãy cùng hát ca. Mứt thơm hoa mai chúc tết ông bà. Hạnh phúc tràn lan khắp cho mọi nhà. Xuân năm nay thấy sao hay hay. Đón chào một năm bắt đầu. Mọi người nôn nao tình cờ vui sao. Đón chào mùa xuân đến mau. Trăm hoa tươi bánh chưng xanh xanh. Nhà nhà cùng nhau sum vầy. Lì xì đo đỏ dành tặng em nhỏ. Đón chào mùa xuân mới sang. Mùa xuân mới tình yêu phơi phới. Pháo hoa ngập tràn nơi nơi. Trẻ thơ tung tăng áo mới rạng ngời. Niềm vui rộn ràng khắp nơi. Mùa xuân mới chào mừng năm mới. Chúng ta hãy cùng hát ca. Mứt thơm hoa mai chúc tết ông bà. Hạnh phúc tràn lan khắp cho mọi nhà. Mùa xuân mới tình yêu phơi phới. Pháo hoa ngập tràn nơi nơi. Trẻ thơ tung tăng áo mới rạng ngời. Niềm vui rộn ràng khắp nơi. Mùa xuân mới tình yêu phơi phới. Pháo hoa ngập tràn nơi nơi. Trẻ thơ tung tăng áo mới rạng ngời. Niềm vui rộn ràng khắp nơi. Mùa xuân mới chào mừng năm mới. Chúng ta hãy cùng hát ca. Mứt thơm hoa mai chúc tết ông bà. Hạnh phúc tràn lan khắp cho. Mùa xuân mới chào mừng năm mới. Chúng ta hãy cùng hát ca. Mứt thơm hoa mai chúc tết ông bà. Hạnh phúc tràn lan khắp cho mọi nhà
Mùa Xuân Trên Quê Hương,Bích Hồng, Trên Quê Hương. Ca sĩ: Bích Hồng. Quê hương. Vang mãi muôn khúc ca. Tưng bừng. Đời vui. Náo nức. Sức sống đang trào.. dâng.... Mùa về. Trên quê hương. Nghe bao tiếng thân thương. Khi sông núi nối liền. Tin vui đến mọi miền.. Lời Tổ quốc. Mênh mông. Bồi hối khắp. Non sông. Giờ giao thừa. Còn ấm. Giọng nói. Của Bác Hồ. Một Việt Nam. Thống nhất. Chan hòa. Tình Nam Bắc. Ôi chân lí rạng ngời. Bừng lên. Sáng soi đời. Vượt mọi nỗi. Gian lao. Hàn lại vết. Thương đau. Lòng ta hằng. Nung nấu. Nguyện ước của Bác Hồ. Cùng dựng xây đất nước. Cho đời. Thêm mơ ước. Tương lai sẽ ngập tràn. Một niềm vui bao la .. Quê hương. Vang mãi muôn khúc ca. Tưng bừng. Đời vui. Náo nức. Sức sống đang trào.. dâng.... Mùa về. Trên quê hương. Nghe bao tiếng thân thương. Khi sông núi nối liền. Tin vui đến mọi miền.. Lời Tổ quốc. Mênh mông. Bồi hối khắp. Non sông. Giờ giao thừa. Còn ấm. Giọng nói. Của Bác Hồ. Một Việt Nam. Thống nhất. Chan hòa. Tình Nam Bắc. Ôi chân lí rạng ngời. Bừng lên. Sáng soi đời. Vượt mọi nỗi. Gian lao. Hàn lại vết. Thương đau. Lòng ta hằng. Nung nấu. Nguyện ước của Bác Hồ. Cùng dựng xây đất nước. Cho đời. Thêm mơ ước. Tương lai sẽ ngập tràn. Một niềm vui....... Bao la......
Nhắm Mắt Thấy Mùa Hè (Nhắm Mắt Thấy Mùa Hè OST),Nguyên Hà,Rồi đến một ngày ta gặp lại. Ngày có cho mình. Những nỗi đau dài. Ngày em biết. Mình đã thương anh thật rồi. Ngày sẽ nối lại. Những giấc mơ trong đời. Bên nhau dù mai xa nhau. Dù trong ký ức. Trong những khung hình. Nơi xa còn dành riêng nhau. Những nhiệm màu. Mang theo về miền an yên. Chọn quên hết hay. Chọn nhớ thật nhiều. Rồi lại nhớ những. Sớm mai thức dậy. Ngày mai vẫn đến. Nắng vẫn ươm vàng. Mà người biến mất. Như pháo hoa tàn. Dòng thư trao nhau năm ấy. Theo mây ngàn. Ngày mai vẫn đến. Gió hát ngang trời. Còn mình nhắm mắt. Không nói một lời. Lại được thấy mùa hè ta gặp nhau. Lại được sống mùa hè ta gặp nhau. Rồi đến một ngày ta gặp lại. Ngày có cho mình. Những nỗi đau dài. Ngày em biết. Mình đã thương anh thật rồi. Ngày sẽ nối lại. Những giấc mơ trong đời. Bên nhau dù mai xa nhau. Dù trong ký ức. Trong những khung hình. Nơi xa còn dành riêng nhau. Những nhiệm màu. Mang theo về miền an yên. Chọn quên hết hay. Chọn nhớ thật nhiều. Rồi lại nhớ những. Sớm mai thức dậy. Ngày mai vẫn đến. Nắng vẫn ươm vàng. Mà người biến mất. Như pháo hoa tàn. Dòng thư trao nhau năm ấy. Theo mây ngàn. Ngày mai vẫn đến. Gió hát ngang trời. Còn mình nhắm mắt. Không nói một lời. Lại được thấy. Mùa hè ta gặp nhau. Ngày mai vẫn đến. Nắng vẫn ươm vàng. Mà người biến mất. Như pháo hoa tàn. Dòng thư trao nhau năm ấy. Theo mây ngàn. Ngày mai vẫn đến. Gió hát ngang trời. Còn mình nhắm mắt. Không nói một lời. Lại được thấy. Mùa hè ta gặp nhau. Lại được sống. Mùa hè ta gặp nhau
Mùa Hè Tình Yêu,Huỳnh Lộc,Đi bên em giữa bờ cát trắng. Một chiều vàng ở biển vắng. Tìm thấy nhau rồi. Đời còn gì vui hơn. Kỉ niệm đầu cuộc tình đôi ta. Cùng nhìn về một ngày không xa. Cùng nắm tay nhau. Nhìn cuộc đời như giấc mơ oh oh. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Vì đã có em cầm tay. Mùa hạ có em ở đây. Hòa nhịp con tim anh ngất ngây. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Chỉ có em cùng với anh. Như gió đưa làn sóng xanh. Vỗ về trái tim. Mình thấy nhau rồi đây. Đi bên em giữa bờ cát trắng. Một chiều vàng ở biển vắng. Tìm thấy nhau rồi. Đời còn gì vui hơn. Kỉ niệm đầu cuộc tình đôi ta. Cùng nhìn về một ngày không xa. Cùng nắm tay nhau. Nhìn cuộc đời như giấc mơ oh oh. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Vì đã có em cầm tay. Mùa hạ có em ở đây. Hòa nhịp con tim anh ngất ngây. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Chỉ có em cùng với anh. Như gió đưa làn sóng xanh. Vỗ về trái tim. Mình thấy nhau rồi đây. Anh muốn được ôm em mỗi đêm. Anh muốn được yêu và nhớ thêm. Ước muốn thật nhiều tất cả vì em. Anh muốn được hôn em mỗi đêm. Chẳng muốn lìa xa. Vì trong tim anh đã yêu. Và mong bên em. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Vì đã có em cầm tay. Mùa hạ có em ở đây. Hòa nhịp con tim anh ngất ngây. Và chiều nay trên bãi cát bay. Màu tình yêu đôi ta đắm say. Chỉ có em cùng với anh. Như gió đưa làn sóng xanh. Vỗ về trái tim. Mình thấy nhau rồi đây. Mình thấy nhau rồi đây
Mưa Hè,Bé Minh Vy,Mưa nhẹ nhàng chợt về trên phố em. Mưa êm đềm. Một chiều qua sân trường em. Mùa hè lắng tiếng hát của tuổi thơ. Bên những hàng cây xanh theo tháng năm. Phố trẻ lại vì chiều nay có mưa. Khắp lối về. Phượng hồng vui trong thơ ngây. Mùa hè đến hát trong niềm yêu thương. Để nụ cười vẫn nở theo em từng ngày. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Mưa nhẹ nhàng chợt về trên phố em. Mưa êm đềm. Một chiều qua sân trường em. Mùa hè lắng tiếng hát của tuổi thơ. Bên những hàng cây xanh theo tháng năm. Phố trẻ lại vì chiều nay có mưa. Khắp lối về. Phượng hồng vui trong thơ ngây. Mùa hè đến hát trong niềm yêu thương. Để nụ cười vẫn nở theo em từng ngày. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Cơn mưa hè về cùng những nhớ mong. Cơn mưa hè đợi chờ trong thiết tha. Mưa trở lại cùng niềm vui đã xa. Cơn mưa về. Gọi em ngân vang khúc nhạc. Cơn mưa về. Gọi em ngân vang khúc nhạc
Tuyết Mùa Hè,Đan Trường, Hè. Ca sĩ: Đan Trường. Bỗng nhiên sao. Anh nhớ em. Rất nhiều. Có lẽ vì. Em đã không còn đây. Bỗng nhiên sao. Anh thấy trong lòng. Giá băng đến vô cùng. Dẫu mùa hè. ánh nắng chiếu mọi nơi. Nếu bây giờ. Anh có em bên cạnh. Có lẽ lòng. Anh đã rất hạnh phúc. Nếu bây giờ. Em ở đâu. Hãy cất bước. Quay trở về. Anh vẫn còn. Yêu thiết tha mình em. Tuyết mùa hè. Không có đâu hỡi em. Do trong lòng. Anh nhớ em mà thôi. Đến bây giờ. Anh hiểu ra là. Em quan trọng thế nào. Không có em. Anh chẳng biết. Phải làm sao. Biết bây giờ. Em ở nơi rất xa. Không bao giờ. Em thứ tha cho anh. Biết bây giờ. Anh ở nơi này. Tuyết rơi kín trong lòng. Đã chôn sâu. Anh lấp trong. Nỗi tuyệt vọng. Nếu bây giờ. Anh có em bên cạnh. Có lẽ lòng. Anh đã rất hạnh phúc. Nếu bây giờ. Em ở đâu. Hãy cất bước. Quay trở về. Anh vẫn còn. Yêu thiết tha mình em. Tuyết mùa hè. Không có đâu hỡi em. Do trong lòng. Anh nhớ em mà thôi. Đến bây giờ. Anh hiểu ra là. Em quan trọng thế nào. Không có em. Anh chẳng biết. Phải làm sao. Biết bây giờ. Em ở nơi rất xa. Không bao giờ. Em thứ tha cho anh. Biết bây giờ. Anh ở nơi này. Tuyết rơi kín trong lòng. Đã chôn sâu. Anh lấp trong. Nỗi tuyệt vọng. Đến bây giờ. Anh hiểu ra là. Em quan trọng thế nào. Không có em. Anh chẳng biết. Phải làm sao. Biết bây giờ. Em ở nơi rất xa. Không bao giờ. Em thứ tha cho anh. Biết bây giờ. Anh ở nơi này. Tuyết rơi kín trong lòng. Đã chôn sâu. Anh lấp trong. Nỗi tuyệt vọng. Chỉ có em. Mới giúp anh. Bớt giá lạnh
Mùa Hè Chia Tay,"Hà Anh, Dương Hoàng Yến","Bài Hát: Mùa Hè Chia Tay. Ca Sĩ: Hà Anh, Dương Hoàng Yến. Mùa hè sang. Khi mùa thi đã đi qua rồi. Hàng phượng vĩ. Đã rực cháy đỏ thắm quanh sân. Kìa hàng ghế đá vấn vương. Sân trường còn đâu tiếng cười. Chợt nghe tiếng ve rộn ràng. Hát vang khúc ca mùa hè đã sang. Bạn thân ơi. Bao kỉ niệm còn trong tim mình. Là giây phút. Chúng ta sống hạnh phúc bên nhau. Cùng thầy cô mến thương. Bao mộng ước cho tương lai. Nhưng giờ đây. Giây phút chia tay chợt đến. Quên sao kí ức xưa. Nhớ mãi tiếng cười thuở ấy. Nhớ khi vui buồn cùng với nhau. Quên sao năm tháng xưa. Với ngôi trường cùng bạn bè. Yêu mến thân thương. Giữ trong tim. Kỉ niệm sẽ không bao giờ phai. Mùa hè sang. Khi mùa thi đã đi qua rồi. Hàng phượng vĩ. Đã rực cháy đỏ thắm quanh sân. Kìa hàng ghế đá vấn vương. Sân trường còn đâu tiếng cười. Chợt nghe tiếng ve rộn ràng. Hát vang khúc ca mùa hè đã sang. Bạn thân ơi. Bao kỉ niệm còn trong tim mình. Là giây phút. Chúng ta sống hạnh phúc bên nhau. Cùng thầy cô mến thương. Bao mộng ước cho tương lai. Nhưng giờ đây. Giây phút chia tay chợt đến. Quên sao kí ức xưa. Nhớ mãi tiếng cười thuở ấy. Nhớ khi vui buồn cùng với nhau. Quên sao năm tháng xưa. Với ngôi trường cùng bạn bè. Yêu mến thân thương. Giữ trong tim. Kỉ niệm sẽ không bao giờ phai. Quên sao kí ức xưa. Nhớ mãi tiếng cười thuở ấy. Nhớ khi vui buồn cùng với nhau. Quên sao năm tháng xưa. Với ngôi trường cùng bạn bè. Yêu mến thân thương. Giữ trong tim. Kỉ niệm sẽ không bao giờ phai. Quên sao năm tháng xưa. Với ngôi trường cùng bạn bè. Yêu mến thân thương. Giữ trong tim. Kỉ niệm sẽ không. Không bao giờ phai"
